event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
TJK80,24/05/2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Tajikistan),,Protesters,Police Forces of Tajikistan (1994-) State Committee for National Security,,State forces,State forces-Protesters,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Asiaplus; Fergana News,Regional,"On 24 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. The officers shot into the air to disperse the crowd but protest continued.",0,crowd size=no report,1753971276
TJK81,25/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Fergana News; Asiaplus,International,"On 25 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. While no specific intervention was reported, all roads were blocked between the GBAO districts reportedly to prevent more residents of other areas coming to join protesters.",0,crowd size=unknown,1618501774
TJK82,26/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Fergana News; Asiaplus,International,"On 26 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. While no specific intervention was reported, all roads were blocked between the GBAO districts reportedly to prevent more residents of other areas coming to join protesters.",0,crowd size=unknown,1618501752
TJK83,27/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Asiaplus; Fergana News,International,"On 27 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. While no specific intervention was reported, all roads were blocked between the GBAO districts reportedly to prevent more residents of other areas coming to join protesters.",0,crowd size=unknown,1618501728
TJK84,28/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Fergana News; Asiaplus,International,"On 28 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. While no specific intervention was reported, all roads were blocked between the GBAO districts reportedly to prevent more residents of other areas coming to join protesters.",0,crowd size=unknown,1618501697
TJK85,29/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Gorno-Badakhshan Autonomous,Rushon,,Rushan,37.955,71.5556,1,Asiaplus; Fergana News,International,"On 29 May 2020, residents of the Rushan district of the Gorno-Badakhshan Autonomous Region started a protest near the local department of the State Committee for National Security in the district center, demanding the release of three people from the region after the the district authorities detained them over charges of drug trafficking. Residents of the district claimed that the detention took place unlawfully and the detainees were young and innocent. While no specific intervention was reported, all roads were blocked between the GBAO districts reportedly to prevent more residents of other areas coming to join protesters.",0,crowd size=unknown,1618501668
KGZ397,18/05/2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Kyrgyzstan),,Rioters,Civilians (Kyrgyzstan),Health Workers (Kyrgyzstan),Civilians,Rioters-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Dacha-Suu,43.0589,74.4371,2,AKIpress,National,"On 18 May 2020, dozens of quarantined rioters, who previously arrived from Russia, attacked medics and attempted to vandalize an ambulance vehicle at a coronavirus observation facility close to the Manas airport near Dacha-Suu hamlet in Sokuluk district of Chui region. The incident took place after unconfirmed rumors spread in the camp that some infected patients have been dicharged and allowed to continue self-isolation at home which then sparked a riot.",0,crowd size=dozens,1591034734
KGZ401,22/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Ak-Talaa,,Ak-Kya,41.452,74.8433,1,AKIpress,National,"On 22 May 2020, about 40 residents of Ak-Kya village in Ak-Talaa district of Naryn region protested against coronavirus quarantine roadblocks in the village demanding the local authorities remove them and let the farmers and villagers go back to work in the field due to a season in full swing. Protesters complained the medical teams shouldn't work at night to transport infected patients out of town and do so during day hours.",0,crowd size=about 40,1591034734
KGZ398,18/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Jeti-Oguz,,Jeti-Oguz,42.4306,78.2133,1,AKIpress,National,"On 18 May 2020, 50-100 residents of Jeti-Oguz village in Issyk-Kul region protested against the local authorities plan to use the village clinic as an observation facility for patients that may have been infected with coronavirus. Protesters opposed the plan and demanded such facility operates elsewhere in the district but not in their town.",0,crowd size=50-100,1591034734
KGZ405,28/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Ysyk-Ata,,Chon-Daly,42.7986,74.8194,1,New TV,National,"On 28 May 2020, 15-20 residents of Chon-Daly village in Ysyk-Ata district of Chui region protested against the local gravel pit mine which protesters complained was negatively impacting their village due to collateral dust blanketing their homes. Protesters demanded the local authorities resolve their public health and environmental concerns.",0,crowd size=15-20,1776186858
KGZ427,11/01/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Balykchy,,Balykchy,42.4651,76.1934,1,Sanjar Kalmatai,New media,"On 11 January 2019, 15-20 taxi drivers protested outside Tolubai cafe in Balykchy city against the new road safety and public conduct laws which carry steep fines for breaking traffic rules and public misconduct.",0,crowd size=15-20,1591034736
KGZ399,18/05/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Ysyk-Ata,,Telman,42.7248,75.0672,1,Sanjar Kalmatai,New media,"On 18 May 2020, about 10 villagers of the town of Telman in Chui region protested as they found the price of locally produced milk set by the wholesalers very low. Protesters demanded local authorities to get involved to resolve the issue.",0,crowd size=about 10,1591034736
KGZ426,04/01/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Ton,,Kok-Moinok,42.4569,76.0487,2,Sanjar Kalmatai,New media,"On 4 January 2019, 20-30 residents of Kok-Moinok village protested against the nearby uranium mining project Tash-Bulak on the deposit premises in Issyk-Kul region demanding complete shut down of the mining activity due to environmental concerns.",0,crowd size=20-30,1591034736
KGZ406,01/02/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Toguz-Toro,,Kazarman,41.4082,74.0259,1,Sanjar Kalmatai,New media,"On 1 February 2018, about 100 residents of Toguz-Toro district protested against the gold processing plant in Kazarman town demanding the Kyrgyz authorities shut down the project due to environmental concerns.",0,crowd size=about 100,1591034736
KGZ430,14/02/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Burgondu,40.2603,71.1019,1,Sanjar Kalmatai,New media,"On 14 February 2019, 15-20 residents of the village of Burgondu in Kadamjai district of Batken region protested against several members of the Jehovas Witness Christian religious group who were in town to promote their group's beliefs among villagers.",0,crowd size=15-20,1618561119
KGZ412,12/05/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Ala-Buka,,Ala-Buka,41.4064,71.4841,1,Sanjar Kalmatai,New media,"On 12 May 2018, more than 50 residents of Ala-Buka town protested against the Chinese mining company operated Istamberdy gold project in the area expressing their concerns for environmental contamination.",0,crowd size=more than 50,1591034736
KGZ441,15/07/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 15 July 2019, about 6 activists protested in the Maxim Gorky park in Bishkek city against the regional court's ruling to dismiss charges against suspects in rape case from 2013. Protesters demanded the Kyrgyz authorities revise the court ruling and bring the rape perpetrators to justice.",0,crowd size=about 6,1618561120
KGZ442,16/07/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),SDPK: Social Democratic Party of Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Kochkor,,Kochkor,42.2155,75.7565,1,Sanjar Kalmatai,New media,"On 16 July 2019, dozens of supporters of former Prime-Minister Sapar Isakov gathered in the village of Kochkor of Naryn region in protest of his detention and to announce a creation of the campaign in defense of detained former PM who was under criminal investigation in corruption case.",0,crowd size=dozens,1618561120
KGZ443,07/08/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Naryn,,Solton-Sary,41.78,76.2342,2,Sanjar Kalmatai,New media,"On 7 August 2019, about 200 residents of Naryn region gathered close to the village of Kara-Chiy near Solton-Sary gold project demanding all mining activity by the Chinese state affiliated company halted and mining equipment removed from the mine.",0,crowd size=about 200,1591034736
KGZ440,13/07/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Tup,,Tup,42.7292,78.3636,2,Sanjar Kalmatai,New media,"On 13 July 2019, about 20 residents of Tup district in Issyk-Kul region gathered at the Karkyra summer pasture calling for the country's president to revise imprisoned Kyrgyz politician Sadyr Japarov's case demanding his release from prison.",0,crowd size=about 20,1591034736
