event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
KGZ23,2018-08-16,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Tash-Dobo,40.2218,71.6402,1,Knews,National,"On 16 August 2018, residents of buildings located in the village of Tash-Dobo in Kyrgyzstan held a protest at the Kyrgyz Research Institute of Balneology and Rehabilitation. They demanded from the Director of the Institute to provide them with water or return the money that was spent by residents of buildings on Sokolnichnaya Street to lay a water line.",0,crowd size=no report,1649285385,2018-08-01
KGZ135,2018-05-12,2018,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Rioters-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Leilek,39.8773,70.0911,1,Dialog,International,"On 12 May 2018, in Sada, Leilek, Kyrgyzstan [coded to Leilek], Tajik border guards drove about 40-50 meters into Kyrgyz territory and questioned Kyrgyz residents, after which a small altercation occurred between residents and the Tajik border guard. Tajik authorities denied any blame and stated that the territory is disputed.",0,crowd size=no report,1649285397,2018-05-01
KGZ32,2018-11-19,2018,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL; Gezitter; AKIpress; 24Kg,National-International,"Around 19 November 2018, the suspect arrested in the case of the murder of a prosecutor was subject to torture in Batken. The prosecutor's general office denied this claim stating instead that the accusation was made in order to avoid responsibility for the murder. [coded to the version of the civilian]",0,,1649285428,2018-11-01
KGZ191,2018-10-19,2018,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Ak-Suu,39.8961,69.3688,2,24Kg; Knews; Fergana News; Kloop; Vecherniy Bishkek,National-International,"On 19 October 2018, police detained a man in Ak-Suu district for allegedly having stolen three sheep, after which he was found dead in a field later that day. According to his father, police officers put a bag over his head during interrogation and beat him to death with water bottles. The police reported that he had committed suicide. An investigation into torture was nonetheless undertaken, and 17 police officials were officially reprimanded.",1,,1649285431,2018-10-01
TJK40,2018-09-12,2018,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Tajikistan),,Rioters,Rioters-Rioters,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,1,Vecherniy Bishkek,International,"On 12 September 2018, a short cross-border altercation erupted between residents of a Tajik and a Kyrgyz village when Tajik residents of the Vorukh exclave started the construction of water pipes. The tension was diffused by negotiations between the mayors of the two opposing villages.",0,crowd size=no report,1649285436,2018-09-01
TJK7,2018-07-21,2018,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,State forces,Civilians (Kyrgyzstan),Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,2,Kabar; AKIpress,International,"On 21 July 2018, servicemen of State Border Service of Tajikistan illegally detained two servicemen of the State Border Service of the Kyrgyz Republic and two citizens of the Kyrgyz Republic who were passing through the territory of the settlement of Voruh in Tajikistan. At detention Tajik border guards behaved aggressively and inflicted light bodily injuries to one of the Kyrgyz border guards.",0,,1649345459,2018-07-01
KGZ1505,2022-04-07,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Government of Kyrgyzstan (2021-),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kulundu,40.1069,69.6393,1,Sanjar Kalmatai,New media,"On 7 April 2022, residents and councilmen of Kulundu village in Leylek district of Batken region gathered near their homes in protest of lack access to drinking water in the area calling for the country's president to speed up construction of water supply infrastructure in town.",0,crowd size=no report,1649784779,2022-04-01
KGZ294,2019-10-26,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Tatyr,39.96,70.4825,1,RFE/RL,International,"On 26 October 2019, villagers in the village Ak-Tatyr bordering Batken province with Tajikistan blocked the inter-state road demanding their fellow villagers to be released by the Tajikistan authorities who had been detained two days earlier. Road block was removed after negotiation with the Kyrgyz police the same day.",0,crowd size=no report,1649875340,2019-10-01
TJK57,2019-09-18,2019,1,Strategic developments,Strategic developments,Agreement,Government of Tajikistan (1994-),,State forces,Government of Kyrgyzstan (2017-2020),,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Ovchi Kalacha,40.1267,69.6779,1,24Kg; Avesta,National-International,"On 18 September 2019, delegations of Tajikistan and Kyrgyzstan came to an agreement over the border regime, following the recent deadly clash. The discussions were held in the Ovchi kalacha settlement. Negotiators agreed on demolition of a local controversial observation tower, withdrawal of additional military forces and equipment and eventually organization of joint patrols across the border.",0,,1649875343,2019-09-01
TJK59,2019-09-16,2019,1,Political violence,Violence against civilians,Attack,Police Forces of Tajikistan (1994-),,State forces,Civilians (Tajikistan),Students (Tajikistan),Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,RFE/RL,International,"On 16 September 2019, a law enforcer reportedly attacked a minor in a school building in Chorku. Due to the recent clashes across the border, law enforcers were present in the area in higher number and one of them allegedly assaulted a student during a lesson for being late for the education. The minor was treated in hospital, the policeman denied the statement. [coded according to the version of the civilian]",0,,1649875343,2019-09-01
KGZ254,2019-09-14,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,24Kg,National,"On 14 September 2019, about 50 protesters gathered in Ak-Sai village, Batken region, expressing their outrage related to the rising tensions on the border with Tajikistan and allegedly illegal construction works conducted by Tajiks in the disputed area.",0,crowd size=about 50,1649875343,2019-09-01
TJK53,2019-09-03,2019,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Tajikistan),Military Forces of Tajikistan (1994-) Border Service,Civilians,Rioters-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,2,24Kg; Avesta,National-International,"On 3 September 2019, another conflict between Tajik and Kyrgyz local residents emerged across the disputed border area. Reportedly, Kyrgyz nationals illegally entered the Tajik territory in the Chorku district and prevented local Tajiks to return to their homes, because they wanted to establish a market in the area. After arrival of the Tajik border service, they were ousted back to the Kyrgyz territory. Around 20-30 individuals from each side participated in the conflict.",0,crowd size=around 40-60,1649875344,2019-09-01
KGZ240,2019-09-02,2019,1,Strategic developments,Strategic developments,Other,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Kaktus Media; 24Kg,National,"On 2 September 2019, a conflict occurred between Tajik border guards and Kyrgyz local residents near Ak-Sai village, Batken district. Reportedly, Kyrgyz nationals were collecting stones from a local river (disputed territory) and the Tajiks tried to stop them by firing warning shots into the air from the other bank of the river. No injuries were reported.",0,,1649875344,2019-09-01
TJK52,2019-08-31,2019,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,External/Other forces,Rioters-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,2,24Kg; RFE/RL,International,"On 31 August 2019, a clash occurred between local residents of the Chorku district, Tajikistan, and the Kyrgyz border service. Reportedly, the Tajiks started unapproved construction works on a local road, which the Kyrgyz forces opposed, because it runs through a disputed territory. The Tajiks were reportedly resisting the demands and started throwing stones on the law enforcers, but the Kyrgyz servicemen fired several warning shots into the air in self-defense. Later the incident was calmed, and people dispersed.",0,crowd size=no report,1649875344,2019-08-01
KGZ245,2019-08-26,2019,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Ak-Suu,39.8961,69.3688,2,24Kg,National,"On 26 August 2019, an elderly resident of the Ak-Suu district was reportedly attacked and beaten by a law enforcer. Furthermore, the policeman also demanded that the victim should not be treated in a hospital.",0,,1649875345,2019-08-01
TJK62,2019-08-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,2,Fergana News; RFE/RL,International,"On 24 August 2019, residents of the Vorukh district in Tajikistan gathered for a rally, expressing their dissatisfaction with a construction of a road through the territory of Kyrgyzstan. The exact number of protesters was not revealed. Later they dispersed.",0,crowd size=no report,1649875345,2019-08-01
KGZ278,2019-08-24,2019,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Civilians (Kyrgyzstan),State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Zhanyzher,40.2843,71.1688,1,Fergana News; RFE/RL,International,"On 24 August 2019, a conflict occurred on the border of Tajikistan and Kyrgyzstan. Reportedly about 15-20 Tajiks started to destroy a fence of a Kyrgyz resident of the village Zhany-Zher and attacked the other Kyrgyz residents. Then the Kyrgyz border guards arrived and the Tajiks reportedly attacked them with stones. When the law enforcers started firing several warning shots into the air, they escaped to the Tajik territory. Two guards were injured during the incident.",0,crowd size=about 15-20,1649875345,2019-08-01
KGZ233,2019-08-05,2019,1,Strategic developments,Strategic developments,Other,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,State forces,Civilians (Tajikistan),,Civilians,State forces-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,Dialog; Kyrgyztoday; Kaktus Media,National-International,"On 5 August 2019, a verbal altercation erupted between 10-15 residents of the Tajik village of Ovchi Kalacha, B. Ghafurov district, and Kyrgyz border guards at the Kyrgyz village of Maksat, Leilek district. A disagreement erupted after Tajik villagers wanted to use a football field on disputed territory for Eid celebrations, but were stopped from doing so by Kyrgyz border guards. An earlier clash about the football field had occurred a year before.",0,,1649875347,2019-08-01
KGZ214,2019-07-22,2019,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Tajikistan),,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL; Cabar; Vecherka; NM; Dialog; Khovar Information Agency; Tajinfo.org; Vecherniy Bishkek; Vesti.kg; Tajikistan Times,National-International,"On 22 July 2019, one Tajik man was killed and 15 others were wounded during cross-border clashes between Tajik and Kyrgyz residents of Ak-Sai village and the Vorukh exclave. Clashes erupted over the construction of a road connecting the exclave to Tajikistan, angering Kyrgyz villagers who responded by blocking the road. Kyrgyz reportedly used hunting rifles while Tajiks threw stones. Border guards intervened to restore peace. 150 Kyrgyz villagers were evacuated later that evening from Ak-Sai and given food and shelter.",1,crowd size=no report,1649875349,2019-07-01
KGZ217,2019-07-03,2019,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,24Kg; Kabar,National-International,"On 3 July 2019, several Tajik residents of Vorukh beat a Kyrgyz man who was selling petrol in the outskirts of Ak-Sai village across the border between Tajikistan and Kyrgyzstan. He was hospitalized with a head injury. Tensions between Kyrgyz and Tajiks have been high since a road was constructed that cut off the Tajik exclave from mainland Tajikistan.",0,crowd size=no report,1649875350,2019-07-01
